q	I
0.0201202	0.006266801000000001
0.0206296	0.005147547700000001
0.0211389	0.0079973677
0.0216483	0.006765830299999999
0.0221577	0.0050069754000000005
0.0226671	0.004451533899999999
0.0231764	0.004723413500000001
0.0236858	0.004834899300000001
0.0241952	0.00355988017
0.0247045	0.003949324590000001
0.0252139	0.005161023459999999
0.0257233	0.0028219725499999994
0.0262327	0.0033966812799999992
0.026742	0.0026664253600000003
0.0272514	0.00428389908
0.0277608	0.005923702490000001
0.0282701	0.0037056718799999997
0.0287795	0.0020221130000000007
0.0292889	0.0031394623699999994
0.0297983	0.0021073886
0.0303076	0.00433577952
0.030817	0.0038508187899999992
0.0313264	0.0036049746500000004
0.0318357	0.0036172003800000003
0.0323451	0.003768053970000001
0.0328545	0.00406259608
0.0333639	0.0035159534500000004
0.0338732	0.0038705002799999996
0.0343826	0.002783677889999999
0.034892	0.0037652549999999995
0.0354014	0.004623292640000001
0.0359107	0.00231082345
0.0364201	0.00517029461
0.0369295	0.00328014366
0.0374388	0.0029711829699999998
0.0379482	0.0037964204800000007
0.0384576	0.0036721074200000005
0.038967	0.0029432496199999995
0.0394763	0.0037205411599999993
0.0399857	0.0028181273199999997
0.0404951	0.00367284303
0.0410044	0.0027626249900000004
0.0415138	0.0034303417
0.0420232	0.00247854308
0.0425326	0.00280720435
0.0430419	0.0028889925899999998
0.0435513	0.00306659065
0.0440607	0.0034200955399999997
0.04457	0.00245864226
0.0450794	0.0029226433100000004
0.0455888	0.0020924534400000006
0.0460982	0.0025678943999999995
0.0466075	0.0022327655599999998
0.0471169	0.0020667852900000004
0.0476263	0.00237176781
0.0481357	0.0017449514599999997
0.048645	0.0020358481899999995
0.0491544	0.00253215996
0.0496638	0.0019791565200000002
0.0501731	0.00262069837
0.0506825	0.0018473170000000002
0.0511919	0.0021676072300000006
0.0517013	0.0022132953099999997
0.0522106	0.00242882582
0.05272	0.0022650331899999997
0.0532294	0.0019928818400000003
0.0537387	0.00220566924
0.0542481	0.0028580903399999997
0.0547575	0.00242947746
0.0552669	0.0016316150900000004
0.0557762	0.00213831211
0.0562856	0.0018286351799999996
0.056795	0.0021685648299999997
0.0573043	0.0014271348100000003
0.0578137	0.00125506044
0.0583231	0.0025149292
0.0588325	0.0010268942500000003
0.0593418	0.0016241612700000005
0.0598512	0.0027945906199999997
0.0603606	0.0008448148900000001
0.0608699	0.0012145667900000001
0.0613793	0.0016720547699999996
0.0618887	0.0020655759100000003
0.0623981	0.00117771524
0.0629074	0.0016477667400000002
0.0634168	0.00131101893
0.0639262	0.0011683227699999998
0.0644356	0.0016920149300000001
0.0649449	0.0016717032999999997
0.0654543	0.0015240985400000002
0.0659637	0.0007193926500000001
0.066473	0.00164340968
0.0669824	0.00155487723
0.0674918	0.0015679523899999998
0.0680012	0.0014312282800000003
0.0685105	0.0015503928600000003
0.0690199	0.0008427470700000002
0.0695293	0.0005547516799999999
0.0700386	0.0008604073200000001
0.070548	0.00099872584
0.0710574	0.0002981801600000001
0.0715668	0.00059446634
0.0720761	0.0006138478399999999
0.0725855	0.0014050141699999998
0.0730949	0.0009694325400000001
0.0736042	0.0005724248100000004
0.0741136	0.00066741582
0.074623	0.0007900191100000003
0.0751324	0.00138572989
0.0756417	0.0012885334000000003
0.0761511	0.0009854585
0.0766605	0.0005234156499999997
0.0771699	5.318397000000008e-05
0.0776792	0.0004073588200000002
0.0781886	0.0004960540599999999
0.078698	0.00060799164
0.0792073	0.00027794826999999987
0.0797167	0.0010040658599999998
0.0802261	0.0005660689599999999
0.0807355	0.0007787477900000001
0.0812448	0.0011483291599999998
0.0817542	0.00019044256999999976
0.0822636	0.0005718506200000002
0.0827729	0.0005947086199999999
0.0832823	0.00093251338
0.0837917	0.00012295923000000012
0.0843011	0.0005756438500000003
0.0848104	0.00045152596999999996
0.0853198	0.00050483693
0.0858292	0.0006618044600000001
0.0863385	0.00022267093000000009
0.0868479	0.00135413636
0.0873573	0.0008696583000000003
0.0878667	0.0001362184100000001
0.088376	0.00035553059999999994
0.0888854	0.0010073982900000002
0.0893948	0.0002932490300000001
0.0899042	0.00063056608
0.0904135	0.0008748446999999999
0.0909229	0.0007274034500000001
0.0914323	7.210066000000025e-05
0.0919416	0.0006759762999999997
0.092451	0.00019960568000000015
0.0929604	0.00036898664
0.0934698	0.0002055630999999998
0.0939791	8.305592000000007e-05
0.0944885	-1.2029360000000069e-05
0.0949979	8.882000999999983e-05
0.0955072	0.0007665112899999998
0.0960166	0.0001798391299999997
0.096526	0.0007524588200000003
0.0970354	0.00035307090999999987
0.0975447	0.0003913106500000002
0.0980541	0.0005378405399999999
0.0985635	0.0005707944499999998
0.0990728	0.0011354904
0.0995822	0.00042004065999999996
0.100092	0.00063270291
0.100601	0.00012117279999999996
0.10111	0.00029307922999999986
0.10162	0.00118342481
0.102129	0.0005861533499999998
0.102638	0.0008049048799999999
0.103148	0.00099760423
0.103657	0.00041388905
0.104167	0.0006753772699999998
0.104676	0.0011361461199999997
0.105185	0.0012110480899999998
0.105695	0.00060923577
0.106204	0.0012728906200000002
0.106713	0.0011322039100000003
0.107223	0.00070991245
0.107732	0.0011037400299999996
0.108242	0.00050551386
0.108751	0.0004928065500000001
0.10926	0.00035752762999999993
0.10977	0.0006322381899999999
0.110279	0.0009528664200000002
0.110788	0.0015798100500000003
0.111298	0.0006395199100000001
0.111807	0.00080058977
0.112317	0.0014133970599999996
0.112826	0.0007599313999999999
0.113335	0.00196792725
0.113845	0.0014156795400000004
0.114354	0.0007502721799999999
0.114863	0.0014384038399999997
0.115373	0.0010557025899999998
0.115882	0.0011971507699999996
0.116391	0.0012092813499999999
0.116901	0.0013485504800000003
0.11741	0.0016134515100000003
0.11792	0.0014358496799999998
0.118429	0.00130408464
0.118938	0.0010769559700000001
0.119448	0.0010183947
0.119957	0.0013174923699999998
0.120466	0.00162558558
0.120976	0.0014105956600000001
0.121485	0.0014699849000000004
0.121995	0.0016359750899999997
0.122504	0.0015846651500000001
0.123013	0.0012418034899999994
0.123523	0.0016688132200000003
0.124032	0.00123843088
0.124541	0.0020550556
0.125051	0.0020359788500000004
0.12556	0.0018003000800000005
0.12607	0.0012137670999999997
0.126579	0.00189423789
0.127088	0.0017079497899999997
0.127598	0.0017874358200000002
0.128107	0.00113187124
0.128616	0.0018349377300000001
0.129126	0.0016313817399999995
0.129635	0.0018808801399999996
0.130145	0.0019290054300000001
0.130654	0.0020730929
0.131163	0.0020784075700000003
0.131673	0.0017161726200000003
0.132182	0.00223100526
0.132691	0.00217188289
0.133201	0.0017637487399999995
0.13371	0.00253535618
0.13422	0.00208895235
0.134729	0.002145011
0.135238	0.00179792189
0.135748	0.00232750939
0.136257	0.0020115318599999996
0.136766	0.0025427187699999998
0.137276	0.0017004411500000003
0.137785	0.0021598910500000004
0.138294	0.00203817426
0.138804	0.0024602036400000003
0.139313	0.00254311117
0.139823	0.0025477787
0.140332	0.0017962748000000003
0.140841	0.0027201767999999998
0.141351	0.0025114981300000004
0.14186	0.00271973386
0.142369	0.00276916248
0.142879	0.00215722994
0.143388	0.0028630721199999994
0.143898	0.0024614738399999997
0.144407	0.0025477750400000002
0.144916	0.0026897714099999998
0.145426	0.00299518865
0.145935	0.0026353035300000003
0.146444	0.00256936463
0.146954	0.0021912723199999998
0.147463	0.00237564793
0.147973	0.0022738393499999996
0.148482	0.0026149792200000003
0.148991	0.00284029697
0.149501	0.0024981391
0.15001	0.0029410143999999997
0.150519	0.00280607371
0.151029	0.0024459890800000005
0.151538	0.00236877943
0.152048	0.0026513661999999997
0.152557	0.0023970860099999996
0.153066	0.00255806927
0.153576	0.0022936739400000006
0.154085	0.0034260673400000005
0.154594	0.0035739891
0.155104	0.00253373821
0.155613	0.0029834354299999996
0.156123	0.0031098324299999995
0.156632	0.0031659353
0.157141	0.0027338717899999996
0.157651	0.0026563262299999996
0.15816	0.0025467518300000005
0.158669	0.00319477754
0.159179	0.0023683443500000004
0.159688	0.0026101781199999994
0.160197	0.00274815239
0.160707	0.00290637462
0.161216	0.00317473924
0.161726	0.00284664579
0.162235	0.0029705358700000003
0.162744	0.0036238428
0.163254	0.0030582206699999994
0.163763	0.00295565663
0.164272	0.0030621605199999996
0.164782	0.0038412071800000003
0.165291	0.00348398094
0.165801	0.0026501064200000002
0.16631	0.00333373212
0.166819	0.00311411552
0.167329	0.0025935957699999997
0.167838	0.0029308225700000004
0.168347	0.0031206654899999997
0.168857	0.0028292136900000004
0.169366	0.00277748689
0.169876	0.0031679278000000003
0.170385	0.00276965942
0.170894	0.00291236818
0.171404	0.0031891209999999996
0.171913	0.00262001486
0.172422	0.0022916407499999998
0.172932	0.0025481505200000004
0.173441	0.00288235284
0.173951	0.0027964815500000004
0.17446	0.00318725882
0.174969	0.0028713977899999994
0.175479	0.00284290342
0.175988	0.0028697771799999997
0.176497	0.0031239298699999997
0.177007	0.0031934286
0.177516	0.00307559639
0.178026	0.0028535550099999998
0.178535	0.0029511398799999997
0.179044	0.0032222610399999995
0.179554	0.00265647401
0.180063	0.00297684193
0.180572	0.0035379115700000002
0.181082	0.0031171344400000005
0.181591	0.0025307752000000004
0.1821	0.0028894826100000002
0.18261	0.00296380294
0.183119	0.0027114371800000003
0.183629	0.0028919181499999997
0.184138	0.0026075244500000003
0.184647	0.00253276496
0.185157	0.0027295439600000006
0.185666	0.0030215257699999997
0.186175	0.00320865118
0.186685	0.00308292271
